Serial.No.	Content ID	Reaction Type	Datetime	User ID	Content Type	Category	Sentiment	Score
14802	fdca8d15-966b-4825-8133-1fafc5c1f9fc	super love	24-06-20 23:19	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	75
14803	fdca8d15-966b-4825-8133-1fafc5c1f9fc	intrigued	26-06-20 22:03	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	45
14804	fdca8d15-966b-4825-8133-1fafc5c1f9fc	indifferent	26-06-20 12:26	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	neutral	20
14805	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	cherish	04-12-20 23:58	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	positive	70
14806	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	hate	02-12-20 20:40	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	negative	5
14807	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	worried	22-11-20 14:14	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	negative	12
14808	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	peeking	19-04-21 18:43	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	neutral	35
14809	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	love	07-02-21 8:29	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	positive	65
14810	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	cherish	20-09-20 20:28	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	positive	70
14811	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	worried	09-03-21 5:00	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	negative	12
14812	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	interested	11-09-20 14:21	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	positive	30
14813	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	peeking	23-01-21 8:17	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	neutral	35
14814	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	hate	17-11-20 9:11	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	negative	5
14815	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	want	06-12-20 10:04	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	positive	70
14816	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	peeking	31-08-20 6:58	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	neutral	35
14817	e1da66ba-31f3-46af-aaa3-a183e3e7eb56	dislike	15-01-21 7:22	b8c653b5-0118-4d7e-9bde-07c2de90f0ff	GIF	veganism	negative	10
14818	116451da-4b67-4bcb-b43b-b19a914e0d36	hate	02-12-20 4:28	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	negative	5
14819	116451da-4b67-4bcb-b43b-b19a914e0d36	cherish	25-04-21 16:12	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	70
14820	116451da-4b67-4bcb-b43b-b19a914e0d36	dislike	23-02-21 9:38	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	negative	10
14821	116451da-4b67-4bcb-b43b-b19a914e0d36	scared	28-10-20 22:17	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	negative	15
14822	116451da-4b67-4bcb-b43b-b19a914e0d36	love	14-05-21 4:05	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	65
14823	116451da-4b67-4bcb-b43b-b19a914e0d36	scared	13-06-21 13:35	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	negative	15
14824	116451da-4b67-4bcb-b43b-b19a914e0d36	dislike	07-04-21 14:40	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	negative	10
14825	116451da-4b67-4bcb-b43b-b19a914e0d36	cherish	07-06-21 10:24	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	70
14826	116451da-4b67-4bcb-b43b-b19a914e0d36	disgust	31-03-21 19:51	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	negative	0
14827	116451da-4b67-4bcb-b43b-b19a914e0d36	want	23-01-21 16:10	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	70
14828	116451da-4b67-4bcb-b43b-b19a914e0d36	interested	21-09-20 16:37	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	30
14829	116451da-4b67-4bcb-b43b-b19a914e0d36	cherish	23-03-21 1:23	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	70
14830	116451da-4b67-4bcb-b43b-b19a914e0d36	want	23-10-20 11:05	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	70
14831	116451da-4b67-4bcb-b43b-b19a914e0d36	cherish	01-11-20 14:06	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	70
14832	116451da-4b67-4bcb-b43b-b19a914e0d36	want	23-11-20 11:18	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	70
14833	116451da-4b67-4bcb-b43b-b19a914e0d36	cherish	23-05-21 1:57	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	70
14834	116451da-4b67-4bcb-b43b-b19a914e0d36	hate	02-10-20 11:31	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	negative	5
14835	116451da-4b67-4bcb-b43b-b19a914e0d36	super love	03-03-21 10:41	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	75
14836	116451da-4b67-4bcb-b43b-b19a914e0d36	like	15-12-20 20:51	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	50
14837	116451da-4b67-4bcb-b43b-b19a914e0d36	adore	07-11-20 18:49	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	72
14838	116451da-4b67-4bcb-b43b-b19a914e0d36	super love	10-10-20 3:28	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	75
14839	116451da-4b67-4bcb-b43b-b19a914e0d36	adore	03-08-20 17:40	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	72
14840	116451da-4b67-4bcb-b43b-b19a914e0d36	heart	31-12-20 4:14	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	60
14841	116451da-4b67-4bcb-b43b-b19a914e0d36	heart	17-08-20 4:49	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	60
14842	116451da-4b67-4bcb-b43b-b19a914e0d36	interested	20-06-20 7:08	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	30
14843	116451da-4b67-4bcb-b43b-b19a914e0d36	indifferent	02-11-20 16:17	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	neutral	20
14844	116451da-4b67-4bcb-b43b-b19a914e0d36	peeking	27-11-20 3:45	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	neutral	35
14845	116451da-4b67-4bcb-b43b-b19a914e0d36	worried	16-04-21 14:38	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	negative	12
14846	116451da-4b67-4bcb-b43b-b19a914e0d36	worried	15-11-20 7:03	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	negative	12
14847	116451da-4b67-4bcb-b43b-b19a914e0d36	peeking	09-09-20 9:32	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	neutral	35
14848	116451da-4b67-4bcb-b43b-b19a914e0d36	adore	09-08-20 4:49	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	positive	72
14849	116451da-4b67-4bcb-b43b-b19a914e0d36	indifferent	22-03-21 13:19	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	neutral	20
14850	116451da-4b67-4bcb-b43b-b19a914e0d36	hate	11-12-20 4:16	31d378e7-9e95-4e8a-b564-7fd346027dfe	video	food	negative	5
14851	c39f187c-932b-4403-ba6f-e081b235dbd4	heart	13-09-20 20:10	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	60
14852	c39f187c-932b-4403-ba6f-e081b235dbd4	super love	07-09-20 1:09	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	75
14853	c39f187c-932b-4403-ba6f-e081b235dbd4	worried	27-07-20 2:56	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	negative	12
14854	c39f187c-932b-4403-ba6f-e081b235dbd4	hate	16-09-20 15:19	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	negative	5
14855	c39f187c-932b-4403-ba6f-e081b235dbd4	adore	02-03-21 21:26	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	72
14856	c39f187c-932b-4403-ba6f-e081b235dbd4	indifferent	23-08-20 19:55	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	neutral	20
14857	c39f187c-932b-4403-ba6f-e081b235dbd4	like	01-04-21 4:34	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	50
14858	c39f187c-932b-4403-ba6f-e081b235dbd4	want	07-01-21 7:34	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	70
14859	c39f187c-932b-4403-ba6f-e081b235dbd4	adore	07-11-20 5:38	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	72
14860	c39f187c-932b-4403-ba6f-e081b235dbd4	love	26-04-21 5:31	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	65
14861	c39f187c-932b-4403-ba6f-e081b235dbd4	dislike	16-05-21 1:14	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	negative	10
14862	c39f187c-932b-4403-ba6f-e081b235dbd4	like	27-08-20 21:54	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	50
14863	c39f187c-932b-4403-ba6f-e081b235dbd4	want	29-05-21 10:17	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	70
14864	c39f187c-932b-4403-ba6f-e081b235dbd4	like	22-12-20 10:03	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	50
14865	c39f187c-932b-4403-ba6f-e081b235dbd4	hate	12-11-20 1:02	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	negative	5
14866	c39f187c-932b-4403-ba6f-e081b235dbd4	worried	23-11-20 17:21	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	negative	12
14867	c39f187c-932b-4403-ba6f-e081b235dbd4	dislike	06-02-21 0:43	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	negative	10
14868	c39f187c-932b-4403-ba6f-e081b235dbd4	super love	16-03-21 16:19	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	75
14869	c39f187c-932b-4403-ba6f-e081b235dbd4	intrigued	30-05-21 11:44	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	45
14870	c39f187c-932b-4403-ba6f-e081b235dbd4	intrigued	06-06-21 13:38	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	45
14871	c39f187c-932b-4403-ba6f-e081b235dbd4	disgust	05-05-21 16:59	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	negative	0
14872	c39f187c-932b-4403-ba6f-e081b235dbd4	love	26-05-21 14:21	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	positive	65
14873	c39f187c-932b-4403-ba6f-e081b235dbd4	indifferent	07-07-20 4:35	b3e73328-3638-4913-b7ae-3a6a64c1cd62	video	travel	neutral	20
14874	fc462e49-0f19-4601-9f92-a31c9542887c	super love	07-09-20 4:58	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	75
14875	fc462e49-0f19-4601-9f92-a31c9542887c	super love	28-02-21 21:34	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	75
14876	fc462e49-0f19-4601-9f92-a31c9542887c	disgust	27-11-20 10:07	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	0
14877	fc462e49-0f19-4601-9f92-a31c9542887c	hate	08-12-20 4:37	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	5
14878	fc462e49-0f19-4601-9f92-a31c9542887c	super love	01-03-21 14:35	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	75
14879	fc462e49-0f19-4601-9f92-a31c9542887c	adore	19-03-21 22:28	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	72
14880	fc462e49-0f19-4601-9f92-a31c9542887c	dislike	06-03-21 1:26	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	10
14881	fc462e49-0f19-4601-9f92-a31c9542887c	heart	10-11-20 6:56	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	60
14882	fc462e49-0f19-4601-9f92-a31c9542887c	scared	17-12-20 18:55	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	15
14883	fc462e49-0f19-4601-9f92-a31c9542887c	super love	28-02-21 3:46	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	75
14884	fc462e49-0f19-4601-9f92-a31c9542887c	like	20-01-21 10:31	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	50
14885	fc462e49-0f19-4601-9f92-a31c9542887c	like	20-04-21 18:27	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	50
14886	fc462e49-0f19-4601-9f92-a31c9542887c	peeking	04-03-21 0:16	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	neutral	35
14887	fc462e49-0f19-4601-9f92-a31c9542887c	cherish	07-06-21 3:55	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	70
14888	fc462e49-0f19-4601-9f92-a31c9542887c	adore	04-12-20 13:21	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	72
14889	fc462e49-0f19-4601-9f92-a31c9542887c	hate	19-09-20 5:48	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	5
14890	fc462e49-0f19-4601-9f92-a31c9542887c	adore	24-05-21 1:36	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	72
14891	fc462e49-0f19-4601-9f92-a31c9542887c	worried	04-05-21 11:35	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	12
14892	fc462e49-0f19-4601-9f92-a31c9542887c	hate	01-12-20 3:49	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	5
14893	fc462e49-0f19-4601-9f92-a31c9542887c	dislike	01-05-21 0:16	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	10
14894	fc462e49-0f19-4601-9f92-a31c9542887c	heart	18-02-21 1:08	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	60
14895	fc462e49-0f19-4601-9f92-a31c9542887c	heart	18-03-21 11:08	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	60
14896	fc462e49-0f19-4601-9f92-a31c9542887c	hate	23-09-20 21:28	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	5
14897	fc462e49-0f19-4601-9f92-a31c9542887c	dislike	12-10-20 3:02	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	10
14898	fc462e49-0f19-4601-9f92-a31c9542887c	intrigued	02-03-21 14:23	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	45
14899	fc462e49-0f19-4601-9f92-a31c9542887c	want	13-07-20 7:06	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	70
14900	fc462e49-0f19-4601-9f92-a31c9542887c	cherish	08-05-21 21:16	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	70
14901	fc462e49-0f19-4601-9f92-a31c9542887c	love	10-01-21 9:33	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	65
14902	fc462e49-0f19-4601-9f92-a31c9542887c	intrigued	11-01-21 1:17	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	45
14903	fc462e49-0f19-4601-9f92-a31c9542887c	peeking	14-07-20 1:26	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	neutral	35
14904	fc462e49-0f19-4601-9f92-a31c9542887c	disgust	02-02-21 16:18	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	0
14905	fc462e49-0f19-4601-9f92-a31c9542887c	peeking	11-05-21 6:32	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	neutral	35
14906	fc462e49-0f19-4601-9f92-a31c9542887c	adore	31-07-20 19:36	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	72
14907	fc462e49-0f19-4601-9f92-a31c9542887c	cherish	04-11-20 7:08	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	70
14908	fc462e49-0f19-4601-9f92-a31c9542887c	heart	19-03-21 22:48	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	60
14909	fc462e49-0f19-4601-9f92-a31c9542887c	disgust	26-03-21 16:33	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	0
14910	fc462e49-0f19-4601-9f92-a31c9542887c	indifferent	04-01-21 4:37	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	neutral	20
14911	fc462e49-0f19-4601-9f92-a31c9542887c	heart	22-01-21 2:43	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	60
14912	fc462e49-0f19-4601-9f92-a31c9542887c	love	16-10-20 22:29	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	65
14913	fc462e49-0f19-4601-9f92-a31c9542887c	worried	24-12-20 8:16	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	negative	12
14914	fc462e49-0f19-4601-9f92-a31c9542887c	indifferent	14-05-21 2:13	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	neutral	20
14915	fc462e49-0f19-4601-9f92-a31c9542887c	adore	21-01-21 6:15	0a1cde57-79ab-4c61-b664-1d3b290b43cf	GIF	education	positive	72
14916	48fd48c7-bc82-414e-8941-aa2090183aec	disgust	15-07-20 1:00	85eca06e-b8db-4fd9-b083-da47572c40b2	photo	dogs	negative	0
14917	48fd48c7-bc82-414e-8941-aa2090183aec	hate	16-08-20 11:39	85eca06e-b8db-4fd9-b083-da47572c40b2	photo	dogs	negative	5
14918	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	worried	26-07-20 21:10	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	negative	12
14919	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	interested	04-03-21 12:23	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	30
14920	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	love	27-12-20 4:54	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	65
14921	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	heart	28-02-21 20:34	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	60
14922	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	worried	15-12-20 4:22	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	negative	12
14923	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	hate	24-10-20 20:32	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	negative	5
14924	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	cherish	28-09-20 7:36	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	70
14925	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	want	25-05-21 3:53	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	70
14926	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	hate	23-10-20 14:20	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	negative	5
14927	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	super love	20-03-21 2:49	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	75
14928	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	adore	06-12-20 2:33	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	72
14929	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	cherish	23-01-21 3:56	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	70
14930	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	disgust	02-10-20 12:02	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	negative	0
14931	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	worried	25-08-20 12:07	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	negative	12
14932	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	worried	05-10-20 1:52	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	negative	12
14933	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	scared	17-12-20 16:20	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	negative	15
14934	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	intrigued	01-12-20 21:53	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	45
14935	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	peeking	26-07-20 0:27	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	neutral	35
14936	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	like	12-12-20 2:35	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	50
14937	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	peeking	31-10-20 17:34	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	neutral	35
14938	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	indifferent	30-08-20 21:19	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	neutral	20
14939	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	heart	30-03-21 5:26	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	60
14940	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	interested	02-02-21 14:14	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	30
14941	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	want	20-10-20 1:57	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	70
14942	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	indifferent	16-12-20 10:09	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	neutral	20
14943	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	scared	17-09-20 7:56	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	negative	15
14944	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	worried	07-10-20 22:48	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	negative	12
14945	0fbdd670-a266-4805-9bbc-c5ad73cf97b3	adore	04-09-20 21:01	63e1cb43-d3dc-491a-af16-209c1c152c44	photo	technology	positive	72
14946	87958932-6baf-4339-b01b-6112d9b180ed	worried	03-02-21 6:00	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	12
14947	87958932-6baf-4339-b01b-6112d9b180ed	peeking	07-05-21 20:07	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	neutral	35
14948	87958932-6baf-4339-b01b-6112d9b180ed	worried	24-05-21 1:50	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	12
14949	87958932-6baf-4339-b01b-6112d9b180ed	disgust	22-05-21 8:48	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	0
14950	87958932-6baf-4339-b01b-6112d9b180ed	love	10-07-20 6:37	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	65
14951	87958932-6baf-4339-b01b-6112d9b180ed	super love	19-01-21 2:11	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	75
14952	87958932-6baf-4339-b01b-6112d9b180ed	scared	13-07-20 7:43	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	15
14953	87958932-6baf-4339-b01b-6112d9b180ed	dislike	18-08-20 15:21	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	10
14954	87958932-6baf-4339-b01b-6112d9b180ed	dislike	28-05-21 21:50	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	10
14955	87958932-6baf-4339-b01b-6112d9b180ed	heart	28-03-21 1:52	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	60
14956	87958932-6baf-4339-b01b-6112d9b180ed	super love	13-03-21 6:43	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	75
14957	87958932-6baf-4339-b01b-6112d9b180ed	scared	14-10-20 6:08	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	15
14958	87958932-6baf-4339-b01b-6112d9b180ed	worried	03-08-20 20:43	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	12
14959	87958932-6baf-4339-b01b-6112d9b180ed	peeking	09-01-21 13:53	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	neutral	35
14960	87958932-6baf-4339-b01b-6112d9b180ed	hate	30-08-20 7:14	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	5
14961	87958932-6baf-4339-b01b-6112d9b180ed	want	09-05-21 1:08	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	70
14962	87958932-6baf-4339-b01b-6112d9b180ed	disgust	07-05-21 6:25	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	0
14963	87958932-6baf-4339-b01b-6112d9b180ed	peeking	06-07-20 5:18	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	neutral	35
14964	87958932-6baf-4339-b01b-6112d9b180ed	interested	03-04-21 23:35	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	30
14965	87958932-6baf-4339-b01b-6112d9b180ed	super love	08-03-21 9:52	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	75
14966	87958932-6baf-4339-b01b-6112d9b180ed	worried	23-08-20 12:05	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	12
14967	87958932-6baf-4339-b01b-6112d9b180ed	disgust	20-09-20 18:50	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	0
14968	87958932-6baf-4339-b01b-6112d9b180ed	like	23-02-21 7:27	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	50
14969	87958932-6baf-4339-b01b-6112d9b180ed	scared	15-06-21 11:11	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	negative	15
14970	87958932-6baf-4339-b01b-6112d9b180ed	like	14-07-20 22:11	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	50
14971	87958932-6baf-4339-b01b-6112d9b180ed	indifferent	21-09-20 14:28	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	neutral	20
14972	87958932-6baf-4339-b01b-6112d9b180ed	peeking	29-03-21 2:25	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	neutral	35
14973	87958932-6baf-4339-b01b-6112d9b180ed	cherish	27-10-20 14:21	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	70
14974	87958932-6baf-4339-b01b-6112d9b180ed	love	03-04-21 3:00	5ff89fb3-b364-494f-b62d-07097b2ffa12	audio	culture	positive	65
